2024-03-27T05:30:02+01:00       {"host":"login01","ident":"CROND","pid":"46657","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 05:30:02 +0100"}
2024-03-27T05:30:02+01:00       {"host":"login01","ident":"CROND","pid":"46658","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 05:30:02 +0100"}
2024-03-27T05:35:01+01:00       {"host":"login01","ident":"CROND","pid":"50789","message":"(root) CMD (/bin/logger \"STATUS_CHECK\" -p local2.info >> /tmp/lastcron_remote_log_status)","severity":"info","facility":"cron","time":"2024-03-27 05:35:01 +0100"}
2024-03-27T05:40:01+01:00       {"host":"login01","ident":"CROND","pid":"54642","message":"(root) CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 05:40:01 +0100"}
2024-03-27T05:45:01+01:00       {"host":"login01","ident":"CROND","pid":"58963","message":"(acctdata) CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)","severity":"info","facility":"cron","time":"2024-03-27 05:45:01 +0100"}
2024-03-27T05:45:01+01:00       {"host":"login01","ident":"CROND","pid":"58968","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 05:45:01 +0100"}
2024-03-27T05:50:01+01:00       {"host":"login01","ident":"CROND","pid":"26797","message":"(root) CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 05:50:01 +0100"}
2024-03-27T05:55:01+01:00       {"host":"login01","ident":"CROND","pid":"31206","message":"(root) CMD ([ ! -s /etc/yum.repos.d/eugridpma.repo ] && /usr/bin/sed 's/enabled=0/enabled=1/' /etc/yum.repos.d/eugridpma.repo.template > /etc/yum.repos.d/eugridpma.repo)","severity":"info","facility":"cron","time":"2024-03-27 05:55:01 +0100"}
2024-03-27T06:00:01+01:00       {"host":"login01","ident":"CROND","pid":"35009","message":"(root) CMD (/cineca/scripts/CAupdate/update_igtf_CA.sh -m rpm -a >/dev/null 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:00:01 +0100"}
2024-03-27T06:00:01+01:00       {"host":"login01","ident":"CROND","pid":"35010","message":"(root) CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:00:01 +0100"}
2024-03-27T06:00:01+01:00       {"host":"login01","ident":"CROND","pid":"35030","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:00:01 +0100"}
2024-03-27T06:00:01+01:00       {"host":"login01","ident":"CROND","pid":"35031","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:00:01 +0100"}
2024-03-27T06:00:01+01:00       {"host":"login01","ident":"CROND","pid":"35032","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:00:01 +0100"}
2024-03-27T06:01:01+01:00       {"host":"login01","ident":"CROND","pid":"36325","message":"(root) CMD (run-parts /etc/cron.hourly)","severity":"info","facility":"cron","time":"2024-03-27 06:01:01 +0100"}
