LineId,Date,Time,Level,Content,EventId,EventTemplate,ParameterList
135,2024-03-27T06:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""36325"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 06:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:01:01']
136,2024-03-27T06:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""36325"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 06:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:01:01']
137,2024-03-27T06:05:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""39482"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:05:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:05:01']
138,2024-03-27T06:10:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43276"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:10:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:10:01']
139,2024-03-27T06:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""47361"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:15:01']
140,2024-03-27T06:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""47368"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:15:01']
141,2024-03-27T06:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""47369"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:15:01']
142,2024-03-27T06:20:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15499"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:20:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:20:01']
143,2024-03-27T06:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""24111"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:30:01']
144,2024-03-27T06:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""24152"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:30:01']
145,2024-03-27T06:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""24153"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:30:01']
146,2024-03-27T06:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""24154"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:30:01']
147,2024-03-27T06:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30344"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:35:01']
148,2024-03-27T06:40:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""34438"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:40:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:40:01']
149,2024-03-27T06:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""38428"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:45:01']
150,2024-03-27T06:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""38436"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:45:01']
151,2024-03-27T06:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""38437"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:45:01']
152,2024-03-27T06:50:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""6680"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 06:50:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['06:50:01']
153,2024-03-27T07:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""14543"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:00:01']
154,2024-03-27T07:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""14555"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:00:01']
155,2024-03-27T07:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""14556"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:00:01']
156,2024-03-27T07:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""14557"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:00:01']
157,2024-03-27T07:01:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""16274"",""message"":""(root)","CMD (run-parts /etc/cron.hourly)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:01:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:01:01']
158,2024-03-27T07:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""16274"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 07:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:01:01']
159,2024-03-27T07:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""16274"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 07:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:01:01']
160,2024-03-27T07:05:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""21516"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:05:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:05:01']
161,2024-03-27T07:10:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""38740"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:10:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:10:01']
162,2024-03-27T07:15:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""11173"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:15:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:15:02']
163,2024-03-27T07:15:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""11196"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:15:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:15:02']
164,2024-03-27T07:15:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""11199"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:15:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:15:02']
165,2024-03-27T07:20:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""55558"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:20:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:20:01']
166,2024-03-27T07:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43419"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:30:01']
167,2024-03-27T07:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43441"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:30:01']
168,2024-03-27T07:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43442"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:30:01']
169,2024-03-27T07:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43443"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:30:01']
170,2024-03-27T07:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""50974"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:35:01']
171,2024-03-27T07:40:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""46238"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:40:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:40:01']
172,2024-03-27T07:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30741"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:45:01']
173,2024-03-27T07:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30771"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:45:01']
174,2024-03-27T07:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30774"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:45:01']
175,2024-03-27T07:50:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""5425"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 07:50:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['07:50:01']
176,2024-03-27T08:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18130"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:00:01']
177,2024-03-27T08:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18191"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:00:01']
178,2024-03-27T08:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18192"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:00:01']
179,2024-03-27T08:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18193"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:00:01']
180,2024-03-27T08:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18194"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/INSITU_Med_latest_dwn.sh >> /g100_work/CMCC_medfs_0/download/LOGS/InSitu_Med_latest.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:00:01']
181,2024-03-27T08:01:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""27438"",""message"":""(root)","CMD (run-parts /etc/cron.hourly)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:01:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:01:01']
182,2024-03-27T08:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""27438"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 08:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:01:01']
183,2024-03-27T08:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""27438"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 08:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:01:01']
184,2024-03-27T08:05:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""686"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:05:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:05:01']
185,2024-03-27T08:07:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""3645"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 2 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:07:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:07:01']
186,2024-03-27T08:10:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""7830"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:10:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:10:01']
187,2024-03-27T08:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15112"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:15:01']
188,2024-03-27T08:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15122"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:15:01']
189,2024-03-27T08:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15121"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 08:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['08:15:01']
