cwd,exit,items,ppid,pid,comm,timedelta,pid_timedelta,id_anomalies,num_id_anomalies
/home/matteo,0.0,2.0,2201.0,2534.0,gsd-media-keys,0.006000041961669922,0 days 00:00:00.006000042,0.0,0
/home/matteo,0.0,2.0,2201.0,2540.0,gsd-power,0.07999992370605469,0 days 00:00:00.079999924,0.0,0
/home/matteo,0.0,2.0,2295.0,2542.0,sh,0.013000011444091797,0 days 00:00:00.013000011,0.0,0
/home/matteo,0.0,2.0,2201.0,2548.0,gsd-print-notif,0.03400015830993652,0 days 00:00:00.034000159,0.0,0
/home/matteo,0.0,2.0,2295.0,2537.0,gsd-disk-utilit,-0.029999971389770508,-1 days +23:59:59.970000028,0.0,0
/home/matteo,0.0,2.0,2295.0,2542.0,xdg-user-dirs-g,0.017999887466430664,0 days 00:00:00.017999888,0.0,0
/home/matteo,0.0,2.0,2201.0,2552.0,gsd-rfkill,0.04200005531311035,0 days 00:00:00.042000055,0.0,0
/home/matteo,0.0,2.0,2201.0,2554.0,gsd-screensaver,0.05299997329711914,0 days 00:00:00.052999973,0.0,0
/,0.0,2.0,711.0,2555.0,pkla-check-auth,0.003999948501586914,0 days 00:00:00.003999949,1.0,0
/home/matteo,0.0,2.0,2201.0,2556.0,gsd-sharing,0.03299999237060547,0 days 00:00:00.032999992,0.0,0
/home/matteo,0.0,2.0,2295.0,2551.0,sh,-0.0009999275207519531,-1 days +23:59:59.999000073,0.0,0
/home/matteo,0.0,2.0,2201.0,2562.0,gsd-smartcard,0.07699990272521973,0 days 00:00:00.076999902,0.0,0
/,0.0,2.0,2553.0,2563.0,touch,-0.009000062942504883,-1 days +23:59:59.990999937,1.0,8
/home/matteo,0.0,2.0,2295.0,2561.0,sh,0.054000139236450195,0 days 00:00:00.054000140,0.0,0
/home/matteo,0.0,2.0,2201.0,2572.0,gsd-sound,0.042999982833862305,0 days 00:00:00.042999983,0.0,0
/home/matteo,0.0,2.0,2295.0,2576.0,sh,0.04200005531311035,0 days 00:00:00.042000055,0.0,0
/home/matteo,0.0,2.0,2201.0,2587.0,gsd-usb-protect,0.020999908447265625,0 days 00:00:00.020999908,0.0,0
/home/matteo,0.0,2.0,2201.0,2592.0,gsd-wacom,0.03600001335144043,0 days 00:00:00.036000014,0.0,0
/home/matteo,0.0,3.0,2295.0,2561.0,VBoxClient-all,-0.01399993896484375,-1 days +23:59:59.986000061,0.0,0
/home/matteo,0.0,2.0,2295.0,2590.0,sh,0.0559999942779541,0 days 00:00:00.055999994,0.0,0
/,0.0,2.0,711.0,2601.0,pkla-check-auth,0.06399989128112793,0 days 00:00:00.063999891,1.0,0
/home/matteo,0.0,2.0,2295.0,2551.0,vmware-user-sui,-0.14899992942810059,-1 days +23:59:59.851000071,3.0,3
/,0.0,2.0,711.0,2608.0,pkla-check-auth,0.21199989318847656,0 days 00:00:00.211999892,1.0,0
/home/matteo,0.0,2.0,2295.0,2576.0,evolution-alarm,-0.13699984550476074,-1 days +23:59:59.863000155,0.0,0
/home/matteo,0.0,2.0,2295.0,2602.0,sh,0.11699986457824707,0 days 00:00:00.116999865,0.0,0
/,0.0,2.0,2553.0,2612.0,cdrom_id,0.13100004196166992,0 days 00:00:00.131000042,1.0,8
/home/matteo,0.0,2.0,2295.0,2590.0,canberra-gtk-pl,-0.18400001525878906,-1 days +23:59:59.815999985,0.0,0
/,-2.0,1.0,719.0,2614.0,udisksd,0.1960000991821289,0 days 00:00:00.196000099,1.0,8
/,-2.0,1.0,719.0,2614.0,udisksd,0.01900005340576172,0 days 00:00:00.019000053,1.0,8
/,0.0,3.0,719.0,2614.0,xfs_info,0.0019998550415039062,0 days 00:00:00.001999855,1.0,8
/,0.0,2.0,2617.0,2619.0,tail,0.02500009536743164,0 days 00:00:00.025000096,1.0,8
/,0.0,2.0,711.0,2620.0,pkla-check-auth,0.013000011444091797,0 days 00:00:00.013000011,1.0,0
/,0.0,2.0,2617.0,2618.0,losetup,-0.00800013542175293,-1 days +23:59:59.991999865,1.0,8
/,0.0,2.0,2553.0,2621.0,ata_id,0.01100015640258789,0 days 00:00:00.011000156,1.0,8
/,0.0,2.0,2624.0,2625.0,findmnt,0.014999866485595703,0 days 00:00:00.014999867,1.0,8
/,0.0,2.0,2614.0,2626.0,xfs_spaceman,0.031000137329101562,0 days 00:00:00.031000137,1.0,8
/home/matteo,0.0,2.0,2295.0,2602.0,gnome-software,-0.02200007438659668,-1 days +23:59:59.977999926,0.0,0
/home/matteo,0.0,2.0,2561.0,2611.0,VBoxClient,-0.08800005912780762,-1 days +23:59:59.911999941,0.0,0
/,0.0,2.0,2553.0,2627.0,sg_inq,0.15199995040893555,0 days 00:00:00.151999950,1.0,8
/,-2.0,1.0,719.0,2630.0,udisksd,0.016000032424926758,0 days 00:00:00.016000032,1.0,8
/,-2.0,1.0,719.0,2630.0,udisksd,0.0010001659393310547,0 days 00:00:00.001000166,1.0,8
/,0.0,3.0,719.0,2630.0,xfs_info,0.0,0 days 00:00:00,1.0,8
/,0.0,2.0,711.0,2629.0,pkla-check-auth,-0.003000020980834961,-1 days +23:59:59.996999979,1.0,0
/,0.0,2.0,2553.0,2628.0,sg_inq,0.006000041961669922,0 days 00:00:00.006000042,1.0,8
/home/matteo,0.0,2.0,2295.0,2610.0,sh,0.0029997825622558594,0 days 00:00:00.002999783,0.0,0
/,0.0,2.0,2553.0,2647.0,sg_inq,0.06500005722045898,0 days 00:00:00.065000057,1.0,8
/,0.0,2.0,2642.0,2649.0,tail,0.006999969482421875,0 days 00:00:00.006999970,1.0,8
/,0.0,2.0,2642.0,2648.0,losetup,0.08100008964538574,0 days 00:00:00.081000089,1.0,8
/home/matteo,0.0,2.0,2201.0,2615.0,vmtoolsd,0.06200003623962402,0 days 00:00:00.062000036,3.0,3
/,0.0,2.0,2659.0,2660.0,findmnt,0.020999908447265625,0 days 00:00:00.020999909,1.0,8
/,0.0,2.0,711.0,2661.0,pkla-check-auth,0.0559999942779541,0 days 00:00:00.055999994,1.0,0
/,0.0,2.0,2630.0,2662.0,xfs_spaceman,0.00800013542175293,0 days 00:00:00.008000136,1.0,8
/home/matteo,0.0,3.0,2295.0,2610.0,gnome-shell-ove,-0.004000186920166016,-1 days +23:59:59.995999813,0.0,0
/home/matteo,0.0,2.0,2201.0,2669.0,gsd-printer,0.04900002479553223,0 days 00:00:00.049000024,0.0,0
/,0.0,2.0,711.0,2675.0,pkla-check-auth,0.32899999618530273,0 days 00:00:00.328999997,1.0,0
/home/matteo,0.0,2.0,2201.0,2679.0,gjs,0.11300015449523926,0 days 00:00:00.113000154,0.0,0
/,0.0,2.0,711.0,2680.0,pkla-check-auth,0.03099989891052246,0 days 00:00:00.030999899,1.0,0
/,0.0,2.0,711.0,2695.0,pkla-check-auth,0.3059999942779541,0 days 00:00:00.305999994,1.0,0
/home/matteo,0.0,2.0,2372.0,2712.0,ibus-engine-sim,0.3710000514984131,0 days 00:00:00.371000052,0.0,0
/,0.0,2.0,711.0,2708.0,pkla-check-auth,0.03099989891052246,0 days 00:00:00.030999899,1.0,0
/home/matteo,0.0,2.0,2312.0,2715.0,Xwayland,-0.004999876022338867,-1 days +23:59:59.995000124,0.0,0
/,0.0,2.0,711.0,2721.0,pkla-check-auth,0.24399995803833008,0 days 00:00:00.243999958,1.0,0
/,0.0,2.0,711.0,2723.0,pkla-check-auth,0.04900002479553223,0 days 00:00:00.049000025,1.0,0
/,0.0,2.0,711.0,2726.0,pkla-check-auth,0.562000036239624,0 days 00:00:00.562000036,1.0,0
/,0.0,2.0,711.0,2737.0,pkla-check-auth,0.42100000381469727,0 days 00:00:00.421000004,1.0,0
/home/matteo,0.0,2.0,2715.0,2739.0,sh,0.08899998664855957,0 days 00:00:00.088999986,0.0,0
/,0.0,2.0,711.0,2740.0,pkla-check-auth,0.021999835968017578,0 days 00:00:00.021999836,1.0,0
/home/matteo,0.0,2.0,2715.0,2739.0,xkbcomp,0.0,0 days 00:00:00,0.0,0
/,0.0,2.0,711.0,2742.0,pkla-check-auth,0.14500021934509277,0 days 00:00:00.145000220,1.0,0
/,0.0,2.0,711.0,2744.0,pkla-check-auth,0.05299997329711914,0 days 00:00:00.052999973,1.0,0
/,0.0,2.0,711.0,2746.0,pkla-check-auth,0.04799985885620117,0 days 00:00:00.047999859,1.0,0
/,0.0,2.0,711.0,2748.0,pkla-check-auth,0.12400007247924805,0 days 00:00:00.124000072,1.0,0
/var/lib/gdm,0.0,2.0,1324.0,2751.0,gnome-session-f,0.3540000915527344,0 days 00:00:00.354000092,1.0,0
,,,,,,0.1919999122619629,,0.0,0
,,,,,,0.07999992370605469,,0.0,0
/,0.0,2.0,711.0,2753.0,pkla-check-auth,0.07400012016296387,,1.0,0
/home/matteo,-2.0,1.0,2312.0,2752.0,gnome-shell,0.04499983787536621,0 days 00:00:00.044999839,0.0,0
/home/matteo,-2.0,1.0,2312.0,2752.0,gnome-shell,0.009000062942504883,0 days 00:00:00.009000063,0.0,0
/home/matteo,-2.0,1.0,2312.0,2752.0,gnome-shell,0.003000020980834961,0 days 00:00:00.003000021,0.0,0
/home/matteo,-2.0,1.0,2312.0,2752.0,gnome-shell,0.0,0 days 00:00:00,0.0,0
/home/matteo,-2.0,1.0,2312.0,2752.0,gnome-shell,0.0009999275207519531,0 days 00:00:00.000999927,0.0,0
/home/matteo,-2.0,1.0,2312.0,2752.0,gnome-shell,0.0,0 days 00:00:00,0.0,0
/,0.0,2.0,711.0,2758.0,pkla-check-auth,0.032000064849853516,0 days 00:00:00.032000065,1.0,0
/home/matteo,0.0,2.0,2312.0,2752.0,ibus-daemon,-0.032000064849853516,-1 days +23:59:59.967999935,0.0,0
/,0.0,2.0,711.0,2762.0,pkla-check-auth,0.1660001277923584,0 days 00:00:00.166000128,1.0,0
/home/matteo,0.0,2.0,2201.0,2764.0,gsd-xsettings,0.04200005531311035,0 days 00:00:00.042000055,0.0,0
/home/matteo,0.0,2.0,2715.0,2765.0,sh,0.01699995994567871,0 days 00:00:00.016999960,0.0,0
/,0.0,2.0,711.0,2767.0,pkla-check-auth,0.03299999237060547,0 days 00:00:00.032999993,1.0,0
/home/matteo,0.0,2.0,2201.0,2770.0,gjs,0.056999921798706055,0 days 00:00:00.056999921,0.0,0
/home/matteo,0.0,2.0,2715.0,2765.0,xkbcomp,0.04500007629394531,0 days 00:00:00.045000077,0.0,0
/,0.0,2.0,711.0,2774.0,pkla-check-auth,0.029000043869018555,0 days 00:00:00.029000044,1.0,0
/,0.0,2.0,711.0,2780.0,pkla-check-auth,0.09999990463256836,0 days 00:00:00.099999904,1.0,0
/,0.0,2.0,711.0,2783.0,pkla-check-auth,0.06299996376037598,0 days 00:00:00.062999964,1.0,0
/,0.0,2.0,711.0,2785.0,pkla-check-auth,0.11400008201599121,0 days 00:00:00.114000081,1.0,0
/home/matteo,0.0,2.0,2752.0,2788.0,ibus-dconf,0.059999942779541016,0 days 00:00:00.059999944,0.0,0
/,0.0,2.0,711.0,2792.0,pkla-check-auth,0.06699991226196289,0 days 00:00:00.066999912,1.0,0
/home/matteo,0.0,2.0,2752.0,2790.0,ibus-extension-,0.016000032424926758,0 days 00:00:00.016000032,0.0,0
/,0.0,2.0,711.0,2796.0,pkla-check-auth,0.06700015068054199,0 days 00:00:00.067000151,1.0,0
/home/matteo,0.0,2.0,2201.0,2795.0,ibus-x11,-0.006999969482421875,-1 days +23:59:59.993000031,0.0,0
/home/matteo,0.0,2.0,2201.0,2799.0,ibus-portal,0.046000003814697266,0 days 00:00:00.046000003,0.0,0
/,0.0,2.0,711.0,2809.0,pkla-check-auth,0.06099987030029297,0 days 00:00:00.060999871,1.0,0
/,0.0,2.0,711.0,2814.0,pkla-check-auth,0.06400012969970703,0 days 00:00:00.064000129,1.0,0
/,0.0,2.0,711.0,2822.0,pkla-check-auth,0.0819997787475586,0 days 00:00:00.081999779,1.0,0
/,0.0,2.0,711.0,2831.0,pkla-check-auth,0.05200004577636719,0 days 00:00:00.052000046,1.0,0
/,0.0,2.0,711.0,2840.0,pkla-check-auth,0.0559999942779541,0 days 00:00:00.055999994,1.0,0
/,0.0,2.0,711.0,2845.0,pkla-check-auth,0.023000001907348633,0 days 00:00:00.023000002,1.0,0
/,0.0,2.0,711.0,2849.0,pkla-check-auth,0.05200004577636719,0 days 00:00:00.052000046,1.0,0
/,0.0,2.0,711.0,2851.0,pkla-check-auth,0.029000043869018555,0 days 00:00:00.029000044,1.0,0
/,0.0,2.0,711.0,2855.0,pkla-check-auth,0.06800007820129395,0 days 00:00:00.068000078,1.0,0
/,0.0,2.0,711.0,2857.0,pkla-check-auth,0.06399989128112793,0 days 00:00:00.063999891,1.0,0
/,0.0,2.0,711.0,2859.0,pkla-check-auth,0.03699994087219238,0 days 00:00:00.036999941,1.0,0
/,0.0,2.0,711.0,2861.0,pkla-check-auth,0.09599995613098145,0 days 00:00:00.095999956,1.0,0
/,0.0,2.0,711.0,2863.0,pkla-check-auth,0.07400012016296387,0 days 00:00:00.074000119,1.0,0
/home/matteo,0.0,3.0,2764.0,2865.0,00-at-spi,0.02500009536743164,0 days 00:00:00.025000097,0.0,0
/home/matteo,0.0,2.0,2866.0,2868.0,sed,0.009999990463256836,0 days 00:00:00.009999990,0.0,0
/home/matteo,0.0,2.0,2866.0,2867.0,busctl,0.003999948501586914,0 days 00:00:00.003999949,0.0,0
/,0.0,2.0,711.0,2869.0,pkla-check-auth,0.06799983978271484,0 days 00:00:00.067999840,1.0,0
/home/matteo,0.0,2.0,2865.0,2871.0,xprop,0.029000043869018555,0 days 00:00:00.029000043,0.0,0
/home/matteo,0.0,3.0,2764.0,2873.0,00-xrdb,0.029999971389770508,0 days 00:00:00.029999972,0.0,0
/home/matteo,0.0,2.0,2873.0,2874.0,xrdb,0.031000137329101562,0 days 00:00:00.031000137,0.0,0
/,0.0,2.0,1.0,2876.0,fwupd,0.4660000801086426,0 days 00:00:00.466000080,1.0,8
/,0.0,2.0,711.0,2877.0,pkla-check-auth,0.08299994468688965,0 days 00:00:00.082999945,1.0,0
/,0.0,2.0,711.0,2879.0,pkla-check-auth,0.039999961853027344,0 days 00:00:00.039999962,1.0,0
/home/matteo,0.0,2.0,2752.0,2881.0,ibus-engine-sim,0.029000043869018555,0 days 00:00:00.029000044,0.0,0
/,0.0,2.0,711.0,2888.0,pkla-check-auth,0.06399989128112793,0 days 00:00:00.063999891,1.0,0
/,0.0,2.0,711.0,2893.0,pkla-check-auth,0.09599995613098145,0 days 00:00:00.095999956,1.0,0
/,0.0,2.0,711.0,2898.0,pkla-check-auth,0.10400009155273438,0 days 00:00:00.104000092,1.0,0
/,0.0,2.0,711.0,2901.0,pkla-check-auth,0.053999900817871094,0 days 00:00:00.053999900,1.0,0
/home/matteo,0.0,2.0,2561.0,2903.0,VBoxClient,0.037000179290771484,0 days 00:00:00.037000180,0.0,0
/home/matteo,0.0,2.0,2561.0,2906.0,VBoxClient,0.026999950408935547,0 days 00:00:00.026999950,0.0,0
/home/matteo,0.0,2.0,2561.0,2915.0,VBoxClient,0.03699994087219238,0 days 00:00:00.036999941,0.0,0
/home/matteo,0.0,2.0,2561.0,2923.0,VBoxClient,0.019999980926513672,0 days 00:00:00.019999981,0.0,0
,,,,,,0.21600008010864258,,0.0,0
/,0.0,2.0,711.0,2938.0,pkla-check-auth,0.19700002670288086,,1.0,0
/,0.0,2.0,711.0,2940.0,pkla-check-auth,0.059999942779541016,0 days 00:00:00.059999943,1.0,0
/,0.0,2.0,711.0,2961.0,pkla-check-auth,1.0299999713897705,0 days 00:00:01.029999971,1.0,0
/,0.0,2.0,1.0,2965.0,gpgconf,0.11299991607666016,0 days 00:00:00.112999916,1.0,8
/,0.0,2.0,1.0,2967.0,gpgconf,0.02500009536743164,0 days 00:00:00.025000095,1.0,8
/,0.0,2.0,1.0,2969.0,gpg,0.006999969482421875,0 days 00:00:00.006999970,1.0,8
/,-2.0,1.0,1.0,2971.0,PK-Backend,0.02500009536743164,0 days 00:00:00.025000095,1.0,8
/,0.0,2.0,1.0,2973.0,gpgconf,0.003000020980834961,0 days 00:00:00.003000021,1.0,8
/,0.0,2.0,1.0,2975.0,gpg,0.006999969482421875,0 days 00:00:00.006999970,1.0,8
/,0.0,2.0,1.0,2977.0,gpg,0.016000032424926758,0 days 00:00:00.016000032,1.0,8
/,0.0,2.0,2977.0,2978.0,gpg-agent,0.03099989891052246,0 days 00:00:00.030999899,1.0,8
/,0.0,2.0,2979.0,2981.0,scdaemon,0.029000043869018555,0 days 00:00:00.029000044,1.0,8
,,,,,,0.7409999370574951,,0.0,0
/home/matteo,0.0,2.0,2312.0,2993.0,sh,0.6119999885559082,,0.0,0
/home/matteo,0.0,2.0,2312.0,2993.0,gnome-terminal,0.009000062942504883,0 days 00:00:00.009000062,0.0,0
/,0.0,2.0,1.0,2996.0,gpg,0.017999887466430664,0 days 00:00:00.017999888,1.0,8
/,0.0,2.0,1.0,2998.0,gpg,0.021000146865844727,0 days 00:00:00.021000147,1.0,8
/,0.0,2.0,2998.0,2999.0,gpg-agent,0.029999971389770508,0 days 00:00:00.029999971,1.0,8
/,0.0,2.0,3004.0,3006.0,scdaemon,0.016000032424926758,0 days 00:00:00.016000033,1.0,8
/home/matteo,0.0,2.0,2201.0,3014.0,gnome-terminal-,0.4700000286102295,0 days 00:00:00.470000028,0.0,0
/,0.0,2.0,1.0,3029.0,gpg,0.7159998416900635,0 days 00:00:00.715999842,1.0,8
/,0.0,2.0,1.0,3031.0,gpg,0.013000011444091797,0 days 00:00:00.013000011,1.0,8
/,0.0,2.0,3031.0,3036.0,gpg-agent,0.02500009536743164,0 days 00:00:00.025000096,1.0,8
/,0.0,2.0,3037.0,3039.0,scdaemon,0.01699995994567871,0 days 00:00:00.016999960,1.0,8
/home/matteo,0.0,2.0,3014.0,3042.0,bash,0.026999950408935547,0 days 00:00:00.026999950,0.0,0
/home/matteo,0.0,3.0,3042.0,3045.0,grepconf.sh,0.1510000228881836,0 days 00:00:00.151000023,0.0,0
/home/matteo,0.0,2.0,3045.0,3046.0,grep,0.006000041961669922,0 days 00:00:00.006000042,0.0,0
/home/matteo,0.0,2.0,3047.0,3048.0,dircolors,0.02200007438659668,0 days 00:00:00.022000074,0.0,0
/home/matteo,0.0,2.0,3042.0,3049.0,grep,0.01699995994567871,0 days 00:00:00.016999960,0.0,0
/home/matteo,0.0,3.0,3042.0,3050.0,grepconf.sh,0.007999897003173828,0 days 00:00:00.007999897,0.0,0
/home/matteo,0.0,2.0,3050.0,3051.0,grep,0.019999980926513672,0 days 00:00:00.019999981,0.0,0
/home/matteo,0.0,3.0,3042.0,3052.0,grepconf.sh,0.021000146865844727,0 days 00:00:00.021000147,0.0,0
/home/matteo,0.0,2.0,3052.0,3053.0,grep,0.004999876022338867,0 days 00:00:00.004999876,0.0,0
/home/matteo,0.0,2.0,3055.0,3057.0,flatpak,0.012000083923339844,0 days 00:00:00.012000084,0.0,0
/home/matteo,0.0,2.0,3059.0,3060.0,locale,0.10599994659423828,0 days 00:00:00.105999947,0.0,0
/home/matteo,0.0,2.0,3042.0,3061.0,sed,0.013000011444091797,0 days 00:00:00.013000011,0.0,0
/home/matteo,0.0,2.0,3066.0,3067.0,tclsh,0.029000043869018555,0 days 00:00:00.029000044,0.0,0
/home/matteo,0.0,2.0,3069.0,3070.0,ps,0.056999921798706055,0 days 00:00:00.056999922,0.0,0
/home/matteo,0.0,2.0,3042.0,3069.0,basename,0.04900002479553223,0 days 00:00:00.049000024,0.0,0
/home/matteo,0.0,2.0,3075.0,3076.0,readlink,0.009000062942504883,0 days 00:00:00.009000063,0.0,0
/home/matteo,0.0,2.0,3042.0,3075.0,basename,0.006999969482421875,0 days 00:00:00.006999969,0.0,0
/home/matteo,0.0,2.0,3077.0,3079.0,sed,0.26200008392333984,0 days 00:00:00.262000085,0.0,0
/home/matteo,0.0,2.0,3042.0,3080.0,vte-urlencode-c,0.06099987030029297,0 days 00:00:00.060999870,0.0,0
/,0.0,2.0,1.0,3082.0,gpg,1.192000150680542,0 days 00:00:01.192000151,1.0,8
/,0.0,2.0,1.0,3084.0,gpg,0.013000011444091797,0 days 00:00:00.013000011,1.0,8
/,0.0,2.0,3084.0,3085.0,gpg-agent,0.014999866485595703,0 days 00:00:00.014999867,1.0,8
/,0.0,2.0,3086.0,3088.0,scdaemon,0.01399993896484375,0 days 00:00:00.013999939,1.0,8
/,0.0,2.0,711.0,3092.0,pkla-check-auth,0.7320001125335693,0 days 00:00:00.732000112,1.0,0
/,0.0,2.0,711.0,3094.0,pkla-check-auth,0.06099987030029297,0 days 00:00:00.060999871,1.0,0
,,,,,,0.04800009727478027,,0.0,0
/,0.0,2.0,1.0,3096.0,systemd-user-ru,0.015000104904174805,,1.0,8
/,0.0,2.0,711.0,3097.0,pkla-check-auth,0.010999917984008789,0 days 00:00:00.010999918,1.0,0
,,,,,,0.03500008583068848,,0.0,0
/,0.0,2.0,711.0,3099.0,pkla-check-auth,0.03099989891052246,,1.0,0
/,0.0,2.0,711.0,3102.0,pkla-check-auth,0.0969998836517334,0 days 00:00:00.096999884,1.0,0
/,0.0,2.0,711.0,3104.0,pkla-check-auth,0.03000020980834961,0 days 00:00:00.030000210,1.0,0
/,0.0,2.0,711.0,3106.0,pkla-check-auth,0.03099989891052246,0 days 00:00:00.030999899,1.0,0
/,0.0,2.0,711.0,3108.0,pkla-check-auth,0.04699993133544922,0 days 00:00:00.046999931,1.0,0
,,,,,,-5.10699987411499,,0.0,0
/,0.0,2.0,1.0,3114.0,gpg,6.2829999923706055,,1.0,8
/,0.0,2.0,1.0,3116.0,gpg,0.01699995994567871,0 days 00:00:00.016999960,1.0,8
/,0.0,2.0,3116.0,3117.0,gpg-agent,0.01399993896484375,0 days 00:00:00.013999939,1.0,8
/,0.0,2.0,3118.0,3120.0,scdaemon,0.013000011444091797,0 days 00:00:00.013000012,1.0,8
/,0.0,2.0,3128.0,3129.0,touch,17.269999980926514,0 days 00:00:17.269999981,1.0,8
/,0.0,2.0,3128.0,3130.0,touch,0.06599998474121094,0 days 00:00:00.065999984,1.0,8
/,0.0,2.0,3128.0,3132.0,touch,0.06599998474121094,0 days 00:00:00.065999985,1.0,8
/,0.0,2.0,3128.0,3133.0,touch,0.054000139236450195,0 days 00:00:00.054000139,1.0,8
/,0.0,2.0,3128.0,3134.0,touch,0.05499982833862305,0 days 00:00:00.054999829,1.0,8
/,0.0,2.0,3128.0,3135.0,touch,0.057000160217285156,0 days 00:00:00.057000160,1.0,8
/,0.0,2.0,3128.0,3136.0,touch,0.06200003623962402,0 days 00:00:00.062000036,1.0,8
/,0.0,2.0,3128.0,3138.0,touch,0.05299997329711914,0 days 00:00:00.052999973,1.0,8
,,,,,,0.6150000095367432,,0.0,0
,,,,,,0.13100004196166992,,0.0,0
,,,,,,0.1699998378753662,,0.0,0
/,0.0,2.0,3145.0,3146.0,touch,4.294000148773193,,1.0,8
/,0.0,2.0,3145.0,3147.0,touch,0.0559999942779541,0 days 00:00:00.055999994,1.0,8
/,0.0,2.0,3145.0,3148.0,touch,0.13199996948242188,0 days 00:00:00.131999968,1.0,8
/,0.0,2.0,3145.0,3149.0,touch,0.11800003051757812,0 days 00:00:00.118000032,1.0,8
/,0.0,2.0,3145.0,3150.0,touch,0.04499983787536621,0 days 00:00:00.044999838,1.0,8
/,0.0,2.0,3145.0,3151.0,touch,0.03800010681152344,0 days 00:00:00.038000107,1.0,8
/,0.0,2.0,3145.0,3152.0,touch,0.06200003623962402,0 days 00:00:00.062000036,1.0,8
/,0.0,2.0,3145.0,3153.0,touch,0.06799983978271484,0 days 00:00:00.067999840,1.0,8
/,0.0,2.0,3145.0,3154.0,touch,0.03600001335144043,0 days 00:00:00.036000013,1.0,8
/,0.0,2.0,3145.0,3155.0,touch,0.037000179290771484,0 days 00:00:00.037000179,1.0,8
/,0.0,2.0,3145.0,3157.0,touch,0.06499981880187988,0 days 00:00:00.064999819,1.0,8
/,0.0,2.0,3145.0,3158.0,touch,0.015000104904174805,0 days 00:00:00.015000105,1.0,8
/,0.0,2.0,3145.0,3159.0,touch,0.010999917984008789,0 days 00:00:00.010999918,1.0,8
/,0.0,2.0,3145.0,3160.0,touch,0.0,0 days 00:00:00,1.0,8
/,0.0,2.0,3145.0,3161.0,touch,0.1960000991821289,0 days 00:00:00.196000099,1.0,8
/,0.0,2.0,3145.0,3162.0,touch,0.056999921798706055,0 days 00:00:00.056999921,1.0,8
,,,,,,-5.491999864578247,,0.0,0
,,,,,,0.0,,0.0,0
,,,,,,0.0,,0.0,0
,,,,,,0.24699997901916504,,0.0,0
,,,,,,0.0,,0.0,0
/,0.0,2.0,3145.0,3163.0,touch,5.455999851226807,,1.0,8
,,,,,,0.687000036239624,,0.0,0
/home/matteo,0.0,2.0,3042.0,3173.0,whoami,16.397000074386597,,0.0,0
/home/matteo,0.0,2.0,3174.0,3176.0,sed,0.0709998607635498,0 days 00:00:00.070999861,0.0,0
/home/matteo,0.0,2.0,3042.0,3177.0,vte-urlencode-c,0.024000167846679688,0 days 00:00:00.024000168,0.0,0
/home/matteo,0.0,2.0,2201.0,3178.0,gvfsd-metadata,1.866999864578247,0 days 00:00:01.866999864,0.0,0
/,0.0,2.0,3188.0,3189.0,touch,6.523000001907349,0 days 00:00:06.523000002,1.0,8
/,0.0,2.0,3193.0,3194.0,touch,4.6600000858306885,0 days 00:00:04.660000086,1.0,8
/,0.0,2.0,3193.0,3195.0,touch,0.5829999446868896,0 days 00:00:00.582999945,1.0,8
/,0.0,2.0,3193.0,3196.0,touch,0.7309999465942383,0 days 00:00:00.730999946,1.0,8
/var/log,0.0,2.0,3207.0,3209.0,sed,6.769000053405762,0 days 00:00:06.769000054,0.0,0
/var/log,0.0,2.0,3042.0,3210.0,vte-urlencode-c,0.013000011444091797,0 days 00:00:00.013000011,0.0,0
/var/log,0.0,2.0,3042.0,3211.0,ls,0.5199999809265137,0 days 00:00:00.519999981,0.0,0
/var/log,0.0,2.0,3212.0,3214.0,sed,0.05299997329711914,0 days 00:00:00.052999974,0.0,0
/var/log,0.0,2.0,3042.0,3215.0,vte-urlencode-c,0.009999990463256836,0 days 00:00:00.009999990,0.0,0
/var/log/laurel,0.0,2.0,3220.0,3222.0,sed,3.052000045776367,0 days 00:00:03.052000046,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3223.0,vte-urlencode-c,0.009999990463256836,0 days 00:00:00.009999990,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3224.0,ls,0.6690001487731934,0 days 00:00:00.669000149,0.0,0
/var/log/laurel,0.0,2.0,3225.0,3227.0,sed,0.008999824523925781,0 days 00:00:00.008999825,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3228.0,vte-urlencode-c,0.03500008583068848,0 days 00:00:00.035000085,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3235.0,tail,6.6559998989105225,0 days 00:00:06.655999899,0.0,0
/var/log/laurel,0.0,2.0,3236.0,3238.0,sed,0.015000104904174805,0 days 00:00:00.015000105,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3239.0,vte-urlencode-c,0.009000062942504883,0 days 00:00:00.009000063,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3240.0,sudo,4.116999864578247,0 days 00:00:04.116999865,3.0,3
/,0.0,2.0,1.0,3241.0,fprintd,0.2720000743865967,0 days 00:00:00.272000074,1.0,8
,,,,,,0.18799996376037598,,0.0,0
/var/log/laurel,0.0,2.0,3240.0,3246.0,unix_chkpwd,0.026999950408935547,,5.0,4
/var/log/laurel,0.0,2.0,3240.0,3247.0,unix_chkpwd,3.7920000553131104,0 days 00:00:03.792000056,5.0,4
,,,,,,0.016000032424926758,,0.0,0
