exe,exit,items,ppid,pid,comm,timedelta,num_id_anomalies
,,,,,,0.0,0
/usr/libexec/gdm-session-worker,,,,26298,,21.0,0
/usr/libexec/gdm-session-worker,,,,26298,,0.0,0
/usr/sbin/unix_chkpwd,0,2,26298,26305,unix_chkpwd,3.0,0
/usr/sbin/unix_chkpwd,0,2,26298,26305,unix_chkpwd,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/libexec/gdm-session-worker,,,,26298,,5.0,0
/usr/libexec/gdm-session-worker,,,,26298,,0.0,0
/usr/libexec/gdm-session-worker,,,,26298,,3.0,0
/usr/libexec/gdm-session-worker,,,,26298,,0.0,0
/usr/bin/pkla-check-authorization,0,2,711,26306,pkla-check-auth,236.0,0
,,,,,,0.0,0
/usr/bin/pkla-check-authorization,0,2,711,26306,pkla-check-auth,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/pkla-check-authorization,0,2,711,26317,pkla-check-auth,38.0,0
/usr/bin/pkla-check-authorization,0,2,711,26317,pkla-check-auth,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,13.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/pkla-check-authorization,0,2,711,26319,pkla-check-auth,178.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/pkla-check-authorization,0,2,711,26319,pkla-check-auth,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/clear,0,2,2812,26321,clear,5863.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/clear,0,2,2812,26321,clear,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26322,26324,sed,5.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26322,26324,sed,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/libexec/vte-urlencode-cwd,0,2,2812,26325,vte-urlencode-c,6.0,0
